,chr_loc,start,stop,name,prom_lengths
1424,4.0,1455866.0,1455042.0,LPP1,756.0
1425,4.0,1456694.0,1456311.0,SPG3,700.0
1426,4.0,1459220.0,1456695.0,PSP1,929.0
1427,4.0,1461554.0,1459728.0,YDR506C,725.0
1428,4.0,1465786.0,1462358.0,GIN4,743.0
1429,4.0,1468444.0,1466453.0,GNP1,744.0
1431,4.0,1469400.0,1469705.0,SMT3,780.0
1432,4.0,1470017.0,1470418.0,ACN9,722.0
1433,4.0,1471063.0,1470500.0,EMI1,700.0
1434,4.0,1471017.0,1471448.0,GRX2,722.0
1435,4.0,1472999.0,1471548.0,YDR514C,756.0
1436,4.0,1473429.0,1474772.0,SLF1,921.0
1437,4.0,1476476.0,1474974.0,EMI2,745.0
1438,4.0,1477239.0,1478357.0,GRH1,804.0
1439,4.0,1478608.0,1480161.0,EUG1,726.0
1440,4.0,1480425.0,1480832.0,FPR2,730.0
1441,4.0,1483403.0,1481085.0,URC2,798.0
1443,4.0,1485303.0,1483795.0,SPS2,700.0
1444,4.0,1487038.0,1485566.0,SPS1,700.0
1445,4.0,1488990.0,1487542.0,AGE1,803.0
1448,4.0,1491094.0,1492413.0,RBA50,781.0
1449,4.0,1494586.0,1495857.0,HLR1,1200.0
1450,4.0,1496548.0,1496165.0,QCR7,737.0
1451,4.0,1497768.0,1496791.0,APA2,707.0
1452,4.0,1498232.0,1499335.0,CAB1,756.0
1453,4.0,1500553.0,1499396.0,KRE28,893.0
1454,4.0,1502160.0,1501447.0,HSP31,1153.0
1455,4.0,1504900.0,1503314.0,FIT1,1200.0
1457,4.0,1508005.0,1509714.0,STL1,1200.0
1459,4.0,1510902.0,1511630.0,PAD1,1188.0
1460,4.0,1512094.0,1513605.0,FDC1,767.0
1461,4.0,1517675.0,1517136.0,IRC4,808.0
1462,4.0,1520698.0,1519664.0,YDR541C,1200.0
1463,4.0,1523249.0,1523611.0,PAU10,1200.0
1467,5.0,150978.0,150301.0,IRC22,1200.0
1468,5.0,150014.0,148722.0,WBP1,750.0
1469,5.0,148176.0,148599.0,GIM4,715.0
1470,5.0,146951.0,147979.0,YEA4,739.0
1471,5.0,146755.0,145907.0,VAB2,736.0
1472,5.0,144327.0,145334.0,YEA6,751.0
1473,5.0,141892.0,143892.0,YEL007W,1065.0
1475,5.0,139763.0,138918.0,GCN4,1271.0
1477,5.0,133120.0,135234.0,GLC3,731.0
1478,5.0,131772.0,132551.0,UBC8,813.0
1479,5.0,128825.0,130561.0,VAC8,944.0
1481,5.0,126629.0,128284.0,EDC3,734.0
1482,5.0,126218.0,124737.0,NPP2,881.0
1483,5.0,123657.0,124670.0,GTT3,1200.0
1484,5.0,121471.0,122310.0,EAF5,713.0
1485,5.0,121301.0,120498.0,MMS21,717.0
1486,5.0,120299.0,118617.0,YEL020C,700.0
1487,5.0,116167.0,116970.0,URA3,739.0
1488,5.0,111421.0,115800.0,GEA2,1200.0
1490,5.0,107260.0,107907.0,RIP1,1200.0
1492,5.0,101943.0,102323.0,SNU13,824.0
1493,5.0,100769.0,101251.0,VMA3,771.0
1495,5.0,97796.0,96858.0,BUD16,1200.0
1496,5.0,94644.0,96578.0,ECM10,700.0
1497,5.0,90258.0,93905.0,SPF1,731.0
1498,5.0,86937.0,89852.0,MCM3,751.0
1499,5.0,86179.0,86598.0,MTC7,700.0
1500,5.0,85676.0,86149.0,HYP2,761.0
1501,5.0,85545.0,85045.0,UTR5,700.0
1502,5.0,84552.0,83050.0,ANP1,845.0
1503,5.0,82603.0,81407.0,RAD23,859.0
1504,5.0,80462.0,81145.0,UTR4,749.0
1505,5.0,79977.0,79636.0,CYC7,872.0
1506,5.0,78053.0,79456.0,UTR2,716.0
1507,5.0,75944.0,77431.0,YEF1,974.0
1508,5.0,73771.0,75327.0,GDA1,871.0
1509,5.0,70478.0,73348.0,YEL043W,741.0
1510,5.0,69757.0,70257.0,IES6,717.0
1512,5.0,68792.0,67629.0,GLY1,802.0
1513,5.0,66797.0,65385.0,YEL047C,831.0
1514,5.0,65167.0,64709.0,TCA17,716.0
1515,5.0,63728.0,64090.0,PAU2,1027.0
1516,5.0,60851.0,59670.0,RML2,1038.0
1517,5.0,58378.0,59148.0,VMA8,752.0
1518,5.0,56571.0,58100.0,AFG1,735.0
1519,5.0,56102.0,53901.0,MAK10,763.0
1520,5.0,53218.0,52721.0,RPL12A,727.0
1521,5.0,51539.0,48471.0,POL5,1181.0
1522,5.0,47168.0,48373.0,HAT2,763.0
1523,5.0,45721.0,45020.0,YEL057C,960.0
1524,5.0,43252.0,44925.0,PCM1,736.0
1526,5.0,41953.0,40046.0,PRB1,755.0
1527,5.0,39537.0,36535.0,CIN8,824.0
1528,5.0,34407.0,36254.0,NPR2,717.0
1529,5.0,33466.0,31694.0,CAN1,925.0
1530,5.0,31239.0,29797.0,AVT2,739.0
1531,5.0,27657.0,29543.0,SIT1,731.0
1532,5.0,26667.0,27206.0,HPA3,712.0
1534,5.0,25978.0,25646.0,YEL068C,700.0
1535,5.0,23231.0,21537.0,HXT13,1200.0
1536,5.0,19589.0,21097.0,DSF1,1200.0
1537,5.0,16355.0,17845.0,DLD3,1200.0
1538,5.0,13720.0,14415.0,RMD6,1200.0
1544,5.0,153520.0,155808.0,MNN1,1200.0
1545,5.0,156803.0,157498.0,NOP16,995.0
1546,5.0,159118.0,157736.0,PMI40,736.0
1547,5.0,159580.0,160275.0,FMP52,710.0
1548,5.0,160550.0,162442.0,YND1,760.0
1549,5.0,162723.0,164285.0,NUG1,740.0
1550,5.0,164527.0,166083.0,PAC2,722.0
1551,5.0,171818.0,167808.0,SEC3,767.0
1552,5.0,172115.0,172492.0,NTF2,742.0
1553,5.0,173338.0,172634.0,YER010C,726.0
1554,5.0,175248.0,176012.0,TIR1,1200.0
1555,5.0,177835.0,178431.0,PRE1,772.0
1556,5.0,178841.0,182278.0,PRP22,728.0
1557,5.0,182600.0,184219.0,HEM14,746.0
1558,5.0,184541.0,186775.0,FAA2,736.0
1559,5.0,188277.0,189311.0,BIM1,1200.0
1560,5.0,191788.0,189503.0,AFG3,789.0
1561,5.0,192624.0,191959.0,SPC25,759.0
1562,5.0,192797.0,194230.0,ISC1,700.0
1563,5.0,195168.0,196517.0,GPA2,798.0
1564,5.0,196948.0,198519.0,RPN3,760.0
1565,5.0,198812.0,200875.0,SRB4,732.0
1566,5.0,201076.0,201936.0,PRO3,739.0
1567,5.0,202192.0,204963.0,YAT2,730.0
1568,5.0,205251.0,206834.0,GCD11,755.0
1569,5.0,208474.0,207644.0,CHO1,731.0
1570,5.0,210232.0,208979.0,GAL83,783.0
1571,5.0,211876.0,210692.0,MIG3,728.0
1572,5.0,213177.0,212587.0,SMB1,766.0
1573,5.0,213437.0,213898.0,CHZ1,740.0
1574,5.0,214747.0,214076.0,YPT31,735.0
1575,5.0,215063.0,217693.0,FIR1,764.0
1576,5.0,221287.0,218057.0,ZRG8,915.0
1577,5.0,221846.0,222403.0,YER034W,718.0
1578,5.0,222639.0,223076.0,EDC2,775.0
1579,5.0,225199.0,223367.0,ARB1,732.0
1580,5.0,225889.0,226854.0,PHM8,751.0
1581,5.0,228252.0,226858.0,KRE29,700.0
1582,5.0,229205.0,228456.0,HVG1,995.0
1583,5.0,229795.0,231987.0,GLN3,782.0
1584,5.0,232461.0,234740.0,YEN1,771.0
1585,5.0,234937.0,235491.0,MXR1,734.0
1586,5.0,237119.0,235770.0,SAH1,724.0
1587,5.0,238016.0,237570.0,ERG28,737.0
1588,5.0,241501.0,240032.0,ACA1,884.0
1589,5.0,243180.0,243611.0,SPO73,840.0
1590,5.0,246503.0,243810.0,SAP1,894.0
1591,5.0,248157.0,246982.0,CAJ1,951.0
1592,5.0,251728.0,253662.0,TPA1,726.0
1593,5.0,254387.0,253971.0,RSM18,753.0
1594,5.0,254656.0,256134.0,JHD1,715.0
1595,5.0,257958.0,256375.0,HOM3,791.0
1596,5.0,259639.0,258737.0,PIC2,1200.0
1597,5.0,263698.0,262052.0,GIP2,1193.0
1598,5.0,265785.0,264892.0,HIS1,726.0
1599,5.0,268113.0,266512.0,FCY2,1200.0
1600,5.0,271126.0,270737.0,HMF1,743.0
1601,5.0,271768.0,272091.0,PET117,734.0
1602,5.0,272624.0,273886.0,PCL6,871.0
1603,5.0,274567.0,276153.0,FCY21,835.0
1604,5.0,279626.0,278298.0,CEM1,739.0
1605,5.0,280682.0,279930.0,HOR2,797.0
1606,5.0,281710.0,282366.0,THO1,768.0
1607,5.0,284222.0,282705.0,YER064C,1018.0
1608,5.0,286914.0,285241.0,ICL1,1021.0
1610,5.0,292066.0,292551.0,RGI1,1200.0
1611,5.0,293050.0,294813.0,MOT2,787.0
1612,5.0,295410.0,298001.0,ARG5_6,761.0
1613,5.0,298950.0,301616.0,RNR1,949.0
1614,5.0,302327.0,301947.0,YER071C,704.0
1615,5.0,302806.0,303195.0,VTC1,754.0
1616,5.0,304030.0,305592.0,ALD5,835.0
1617,5.0,306323.0,307196.0,RPS24A,753.0
1618,5.0,311199.0,308413.0,PTP3,862.0
1620,5.0,316600.0,314534.0,YER077C,700.0
1621,5.0,318342.0,316807.0,ICP55,912.0
1623,5.0,319963.0,321846.0,AIM9,811.0
1624,5.0,322686.0,324095.0,SER3,840.0
1625,5.0,325936.0,324272.0,UTP7,747.0
1626,5.0,327031.0,326174.0,GET2,718.0
1627,5.0,327065.0,327451.0,YER084W,700.0
1629,5.0,328477.0,330207.0,ILV1,1026.0
1630,5.0,330576.0,332306.0,AIM10,767.0
1631,5.0,335188.0,333176.0,DOT6,789.0
1632,5.0,337340.0,335946.0,PTC2,1015.0
1633,5.0,337949.0,339472.0,TRP2,786.0
1634,5.0,342167.0,339864.0,MET6,768.0
1635,5.0,342855.0,343232.0,IES5,721.0
1636,5.0,347612.0,343320.0,TSC11,765.0
1637,5.0,349346.0,348729.0,PUP3,800.0
1638,5.0,349980.0,351182.0,RAD51,761.0
1639,5.0,351698.0,353236.0,SHC1,817.0
1642,5.0,359061.0,358105.0,PRS2,722.0
1643,5.0,359562.0,360314.0,UBC6,794.0
1644,5.0,361794.0,360502.0,AST2,744.0
1645,5.0,363100.0,363702.0,RPS8B,707.0
1646,5.0,364589.0,366517.0,SSA4,887.0
1647,5.0,366802.0,367428.0,RTT105,735.0
1648,5.0,372013.0,367838.0,NUP157,721.0
1649,5.0,372326.0,373234.0,MAM1,700.0
1650,5.0,374545.0,373448.0,GLE2,882.0
1651,5.0,377614.0,375215.0,FLO8,1147.0
1652,5.0,382103.0,378762.0,KAP123,810.0
1653,5.0,385876.0,382595.0,SWI4,1017.0
1654,5.0,387232.0,387795.0,LSM4,785.0
1655,5.0,390052.0,387932.0,TMN3,817.0
1656,5.0,393712.0,390590.0,BOI2,1013.0
1657,5.0,394867.0,394292.0,SPR6,921.0
1658,5.0,396172.0,395348.0,SLX8,800.0
1659,5.0,396769.0,397653.0,RPL23B,737.0
1660,5.0,399055.0,397952.0,SHO1,885.0
1661,5.0,400842.0,399496.0,AVT6,726.0
1662,5.0,401135.0,401869.0,SCS2,734.0
1664,5.0,404352.0,402871.0,GLO3,777.0
1665,5.0,404813.0,406387.0,YCK3,888.0
1666,5.0,409063.0,407342.0,DSE1,738.0
1667,5.0,410189.0,412618.0,RSP5,1204.0
1668,5.0,414179.0,413394.0,NSA2,727.0
1669,5.0,414481.0,415554.0,LCP5,718.0
1670,5.0,415859.0,416470.0,YER128W,731.0
1671,5.0,417281.0,420709.0,SAK1,1208.0
1672,5.0,422446.0,421115.0,YER130C,767.0
1673,5.0,423952.0,424311.0,RPS26B,1116.0
1674,5.0,430449.0,425188.0,PMD1,1148.0
1675,5.0,432495.0,433958.0,GLC7,771.0
1676,5.0,437803.0,437267.0,YER134C,896.0
1678,5.0,439616.0,440971.0,GDI1,809.0
1680,5.0,449024.0,443756.0,YER138C,700.0
1681,5.0,451243.0,450563.0,RTR1,807.0
1682,5.0,451565.0,453235.0,YER140W,743.0
1683,5.0,453459.0,454919.0,COX15,758.0
1684,5.0,456036.0,455146.0,MAG1,743.0
1685,5.0,456319.0,457605.0,DDI1,749.0
1686,5.0,460223.0,457806.0,UBP5,709.0
1687,5.0,461740.0,460526.0,FTR1,721.0
1688,5.0,462585.0,462866.0,LSM5,741.0
1689,5.0,464842.0,462968.0,SCC4,752.0
1690,5.0,465303.0,466025.0,SPT15,893.0
1691,5.0,467470.0,466208.0,PEA2,754.0
1692,5.0,468370.0,468816.0,SPI1,733.0
1693,5.0,472424.0,469686.0,UBP3,774.0
1694,5.0,473988.0,472657.0,YER152C,728.0
1695,5.0,474805.0,474041.0,PET122,707.0
1696,5.0,475020.0,476228.0,OXA1,717.0
1697,5.0,482848.0,476345.0,BEM2,764.0
1698,5.0,484341.0,483325.0,YER156C,716.0
1699,5.0,484788.0,487193.0,COG3,720.0
1700,5.0,490578.0,488857.0,YER158C,951.0
1701,5.0,491958.0,491530.0,BUR6,873.0
1702,5.0,498124.0,492856.0,YER160C,700.0
1703,5.0,500348.0,499347.0,SPT2,742.0
1704,5.0,502894.0,500630.0,RAD4,735.0
1705,5.0,503782.0,503084.0,YER163C,805.0
1706,5.0,505392.0,509798.0,CHD1,998.0
1707,5.0,510373.0,512106.0,PAB1,846.0
1708,5.0,512744.0,517459.0,DNF1,1036.0
1709,5.0,518216.0,520771.0,BCK2,757.0
1710,5.0,522669.0,521029.0,CCA1,732.0
1711,5.0,523369.0,525759.0,RPH1,962.0
1712,5.0,525974.0,526651.0,ADK2,764.0
1713,5.0,527082.0,529418.0,RAD3,837.0
1714,5.0,536021.0,529530.0,BRR2,758.0
1715,5.0,536300.0,538279.0,RAD24,708.0
1716,5.0,539168.0,538434.0,GRX4,822.0
1717,5.0,540363.0,539464.0,TMT1,719.0
1718,5.0,541690.0,545055.0,ECM32,742.0
1719,5.0,545611.0,546414.0,BMH1,741.0
1720,5.0,546817.0,548079.0,PDA1,728.0
1721,5.0,548421.0,549517.0,DMC1,700.0
1722,5.0,550527.0,549724.0,ISC10,700.0
1723,5.0,551796.0,551473.0,YER181C,700.0
1725,5.0,553969.0,553334.0,FAU1,1200.0
1726,5.0,558680.0,556296.0,YER184C,1078.0
1727,5.0,559454.0,560365.0,PUG1,844.0
1733,6.0,147131.0,148459.0,DEG1,733.0
1734,6.0,146934.0,145114.0,SPB4,720.0
1735,6.0,137157.0,134521.0,MSH4,700.0
1736,6.0,131810.0,134296.0,VTC2,850.0
1737,6.0,130334.0,130981.0,SEC4,877.0
1739,6.0,123479.0,129910.0,BLM10,829.0
1740,6.0,119429.0,123106.0,SMC1,741.0
1741,6.0,116145.0,118484.0,CDC4,892.0
1742,6.0,115743.0,115108.0,WWM1,729.0
1743,6.0,112345.0,113985.0,HXT10,1200.0
1745,6.0,109930.0,107852.0,IES1,1200.0
1746,6.0,107256.0,107585.0,HSP12,759.0
1748,6.0,106236.0,104701.0,MDJ1,780.0
1749,6.0,104462.0,103983.0,GNA1,723.0
1750,6.0,103127.0,101628.0,LPD1,779.0
1752,6.0,99599.0,99231.0,PAU5,981.0
1753,6.0,95966.0,97498.0,GAT1,700.0
1754,6.0,95010.0,93499.0,FRS2,753.0
1755,6.0,90986.0,93376.0,BUD27,710.0
1756,6.0,90345.0,87847.0,EPL1,1106.0
1757,6.0,87234.0,84145.0,BST1,773.0
1758,6.0,82580.0,83875.0,STE2,730.0
1759,6.0,81912.0,80419.0,GYP8,704.0
1760,6.0,80213.0,79344.0,CAF16,722.0
1761,6.0,79161.0,78055.0,CAK1,734.0
1762,6.0,76831.0,77988.0,AGX1,807.0
1763,6.0,75179.0,76147.0,HAC1,766.0
1765,6.0,74427.0,69115.0,RIM15,920.0
1766,6.0,65477.0,68698.0,YFL034W,870.0
1767,6.0,58782.0,62837.0,RPO41,1073.0
1768,6.0,56336.0,57709.0,TUB2,770.0
1769,6.0,55986.0,55366.0,YPT1,730.0
1770,6.0,54696.0,53260.0,ACT1,820.0
1771,6.0,51350.0,52972.0,YFL040W,700.0
1772,6.0,49139.0,51007.0,FET5,724.0
1773,6.0,47744.0,45720.0,YFL042C,729.0
1775,6.0,45560.0,44655.0,OTU1,719.0
1776,6.0,44392.0,43628.0,SEC53,785.0
1777,6.0,42815.0,43438.0,FMP32,734.0
1778,6.0,40421.0,42565.0,RGD2,708.0
1779,6.0,40180.0,38843.0,EMP47,728.0
1780,6.0,36803.0,38674.0,SWP82,737.0
1781,6.0,35848.0,33272.0,ALR2,1473.0
1783,6.0,28232.0,29629.0,YFL052W,1200.0
1784,6.0,23423.0,25198.0,DAK2,700.0
1785,6.0,22787.0,20847.0,YFL054C,765.0
1786,6.0,17004.0,18680.0,AGP3,1023.0
1787,6.0,15431.0,14793.0,AAD6,1761.0
1788,6.0,14763.0,14305.0,AAD16,700.0
1789,6.0,12929.0,13951.0,THI5,700.0
1790,6.0,11363.0,12259.0,SNZ3,761.0
1791,6.0,10969.0,10301.0,SNO3,700.0
1792,6.0,9545.0,10222.0,DDI2,1200.0
1793,6.0,6426.0,7565.0,COS4,897.0
1800,6.0,149110.0,149724.0,LOC1,756.0
1801,6.0,150016.0,152535.0,NIC96,717.0
1802,6.0,153124.0,152657.0,YPI1,755.0
1803,6.0,153393.0,154313.0,RPN11,744.0
1804,6.0,155873.0,154527.0,SAD1,714.0
1805,6.0,156145.0,157752.0,YFR006W,700.0
1806,6.0,159299.0,160360.0,YFH7,720.0
1807,6.0,160535.0,161200.0,FAR7,733.0
1809,6.0,165067.0,166566.0,UBP6,771.0
1810,6.0,167258.0,166746.0,AIM13,728.0
1811,6.0,167888.0,168496.0,YFR012W,700.0
1812,6.0,169922.0,172285.0,IOC3,1200.0
1813,6.0,173877.0,172537.0,CMK1,757.0
1814,6.0,176391.0,174265.0,GSY1,788.0
1815,6.0,180743.0,177042.0,YFR016C,794.0
1816,6.0,182861.0,182274.0,YFR017C,820.0
1818,6.0,184502.0,191338.0,FAB1,821.0
1819,6.0,192737.0,193435.0,YFR020W,883.0
1820,6.0,194812.0,196314.0,ATG18,1200.0
1821,6.0,196833.0,199034.0,ROG3,968.0
1822,6.0,199874.0,201709.0,PES4,700.0
1824,6.0,204750.0,203743.0,HIS2,724.0
1825,6.0,206257.0,205748.0,ULI1,1684.0
1826,6.0,207452.0,208297.0,ECO1,770.0
1827,6.0,210068.0,208413.0,CDC14,748.0
1828,6.0,210937.0,212973.0,PTR3,766.0
1829,6.0,213312.0,216419.0,MET10,798.0
1830,6.0,220106.0,216594.0,SMC2,737.0
1832,6.0,224769.0,224326.0,QCR6,806.0
1833,6.0,225958.0,225020.0,PHO4,729.0
1835,6.0,226963.0,227337.0,CDC26,725.0
1836,6.0,229186.0,227513.0,RSC8,718.0
1837,6.0,229380.0,231941.0,IRC5,712.0
1838,6.0,233544.0,232012.0,YFR039C,829.0
1839,6.0,234242.0,237250.0,SAP155,1000.0
1840,6.0,238255.0,237368.0,ERJ5,729.0
1841,6.0,238458.0,239060.0,KEG1,746.0
1842,6.0,239827.0,239114.0,IRC6,729.0
1843,6.0,241437.0,239992.0,DUG1,718.0
1844,6.0,241998.0,242999.0,YFR045W,716.0
1845,6.0,244159.0,243074.0,CNN1,701.0
1846,6.0,245166.0,244279.0,BNA6,731.0
1847,6.0,246146.0,248134.0,RMD8,759.0
1848,6.0,248523.0,248894.0,YMR31,866.0
1849,6.0,249866.0,249066.0,PRE4,753.0
1850,6.0,251803.0,250163.0,RET2,736.0
1851,6.0,252505.0,253329.0,RPN12,737.0
1852,6.0,255049.0,253592.0,HXK1,1200.0
1854,6.0,264204.0,265226.0,IRC7,1200.0
1857,7.0,496502.0,495453.0,ERG26,767.0
1858,7.0,494517.0,495167.0,ERP6,760.0
1859,7.0,494174.0,492474.0,CDH1,803.0
1860,7.0,491956.0,490703.0,RPN14,703.0
1861,7.0,490547.0,489708.0,COG7,729.0
1862,7.0,485921.0,489442.0,PMC1,1106.0
1864,7.0,482666.0,479910.0,PMA1,1200.0
1865,7.0,478652.0,476313.0,LEU1,1200.0
1866,7.0,475545.0,476069.0,YGL010W,753.0
1867,7.0,475247.0,474489.0,SCL1,730.0
1868,7.0,472855.0,474276.0,ERG4,739.0
1869,7.0,472298.0,469092.0,PDR1,836.0
1870,7.0,466141.0,468807.0,PUF4,1200.0
1872,7.0,461666.0,464911.0,KAP122,756.0
1873,7.0,459854.0,461365.0,ATE1,723.0
1874,7.0,459664.0,459110.0,JAC1,735.0
1875,7.0,458156.0,458992.0,CKB1,789.0
1876,7.0,457870.0,457163.0,GET1,755.0
1877,7.0,454785.0,457067.0,ALK1,700.0
1878,7.0,452404.0,454560.0,STT3,771.0
1879,7.0,452104.0,450197.0,PIB2,740.0
1881,7.0,449957.0,448764.0,PGD1,737.0
1882,7.0,448535.0,446412.0,TRP5,718.0
1883,7.0,446143.0,443642.0,CWH41,717.0
1884,7.0,442909.0,441281.0,SCW11,857.0
1885,7.0,440063.0,440425.0,CGR1,753.0
1886,7.0,439091.0,439638.0,RPL30,775.0
1887,7.0,437934.0,437467.0,RPL24A,700.0
1888,7.0,436833.0,436570.0,AGA2,748.0
1889,7.0,435625.0,436351.0,HOP2,1200.0
1891,7.0,433062.0,431548.0,MIG1,1200.0
1893,7.0,427947.0,427297.0,PNC1,1200.0
1894,7.0,426804.0,425362.0,OCH1,748.0
1895,7.0,423961.0,425007.0,YGL039W,813.0
1896,7.0,420555.0,419527.0,HEM2,776.0
1899,7.0,417483.0,418412.0,DST1,722.0
1900,7.0,417036.0,416146.0,RNA15,925.0
1901,7.0,414102.0,415730.0,RIM8,1200.0
1903,7.0,411552.0,412160.0,ALG13,783.0
1904,7.0,411286.0,410069.0,RPT6,725.0
1905,7.0,409604.0,406860.0,TIF4632,866.0
1907,7.0,403687.0,404391.0,MST27,700.0
1911,7.0,398628.0,400160.0,OLE1,762.0
1912,7.0,397618.0,396035.0,SDS23,804.0
1913,7.0,395829.0,394966.0,GEP7,700.0
1914,7.0,393986.0,394504.0,RAD6,764.0
1915,7.0,392223.0,393698.0,PKP2,738.0
1916,7.0,390065.0,391990.0,YBP2,825.0
1917,7.0,389711.0,388968.0,DUO1,771.0
1918,7.0,385196.0,388732.0,PYC1,769.0
1919,7.0,383654.0,384766.0,PUS2,926.0
1920,7.0,383208.0,381523.0,MRH4,706.0
1921,7.0,381271.0,379760.0,ALG2,749.0
1922,7.0,377609.0,379582.0,SGF73,891.0
1923,7.0,376101.0,377255.0,NPY1,790.0
1924,7.0,375087.0,375671.0,MNP1,747.0
1926,7.0,374827.0,374459.0,RPB9,725.0
1927,7.0,372012.0,374084.0,AFT1,1158.0
1929,7.0,368753.0,371254.0,HSF1,784.0
1931,7.0,368088.0,366925.0,MPS2,904.0
1932,7.0,365996.0,364335.0,RPL7A,928.0
1933,7.0,363916.0,362225.0,HNM1,830.0
1934,7.0,361859.0,360288.0,DBP3,757.0
1935,7.0,359444.0,360100.0,KXD1,734.0
1936,7.0,358636.0,359028.0,FMP37,1200.0
1939,7.0,353058.0,355472.0,SCY1,771.0
1940,7.0,352298.0,350616.0,GUP1,749.0
1942,7.0,347119.0,349368.0,MAD1,700.0
1943,7.0,346904.0,346406.0,MMS2,740.0
1945,7.0,345153.0,344791.0,MF(ALPHA)2,1200.0
1946,7.0,343319.0,344584.0,LIF1,732.0
1947,7.0,343042.0,342056.0,NBP35,735.0
1948,7.0,337906.0,341859.0,NUP145,798.0
1949,7.0,334886.0,337639.0,SPC105,762.0
1950,7.0,334465.0,331118.0,PAN2,895.0
1951,7.0,330607.0,328874.0,VPS45,759.0
1952,7.0,325331.0,326161.0,TOS8,1200.0
1953,7.0,321782.0,323230.0,SRM1,1075.0
1954,7.0,317342.0,318079.0,USE1,789.0
1955,7.0,314631.0,316553.0,LSG1,738.0
1956,7.0,313234.0,314283.0,SEH1,739.0
1957,7.0,312193.0,312840.0,YGL101W,728.0
1959,7.0,310967.0,311927.0,RPL28,731.0
1960,7.0,310173.0,308713.0,VPS73,716.0
1961,7.0,307437.0,308567.0,ARC1,738.0
1962,7.0,306560.0,307009.0,MLC1,738.0
1963,7.0,306273.0,304333.0,RMD9,718.0
1964,7.0,304071.0,303649.0,YGL108C,736.0
1966,7.0,303411.0,301537.0,CUE3,710.0
1967,7.0,299978.0,301369.0,NSA1,739.0
1968,7.0,299728.0,298178.0,TAF6,736.0
1969,7.0,295932.0,297938.0,SLD3,1200.0
1971,7.0,292033.0,293001.0,SNF4,821.0
1972,7.0,289809.0,291641.0,CDC20,1200.0
1975,7.0,284442.0,285947.0,COQ8,748.0
1976,7.0,283937.0,281634.0,PRP43,735.0
1977,7.0,281157.0,280777.0,GPG1,824.0
1978,7.0,280523.0,278946.0,NAB2,720.0
1979,7.0,277617.0,278381.0,RPS2,829.0
1980,7.0,276714.0,274780.0,MON1,731.0
1981,7.0,272520.0,274322.0,MET13,839.0
1982,7.0,270997.0,272139.0,SCS3,764.0
1983,7.0,270775.0,270392.0,SOH1,739.0
1984,7.0,270144.0,269293.0,CWC23,706.0
1985,7.0,269075.0,267723.0,RSM23,759.0
1986,7.0,266145.0,267524.0,CEG1,748.0
1987,7.0,265859.0,261648.0,SNT2,771.0
1989,7.0,257707.0,261501.0,ITC1,897.0
1990,7.0,255663.0,256964.0,PCL10,811.0
1991,7.0,254641.0,255294.0,RPL1B,785.0
1992,7.0,253859.0,252897.0,MRM2,737.0
1993,7.0,249869.0,252738.0,SEC27,1200.0
1995,7.0,245716.0,248124.0,FLC3,1200.0
1997,7.0,238353.0,241085.0,HUL5,740.0
1998,7.0,238119.0,236269.0,GPI10,748.0
1999,7.0,235958.0,234717.0,MRF1,724.0
2000,7.0,234507.0,232450.0,ROG1,732.0
2001,7.0,230243.0,232348.0,TIP20,765.0
2002,7.0,229686.0,228751.0,RRT6,859.0
2003,7.0,228329.0,227754.0,RPL9A,717.0
2004,7.0,226399.0,227529.0,ARO2,752.0
2006,7.0,225573.0,221104.0,INO80,861.0
2007,7.0,217524.0,220922.0,NUT1,750.0
2009,7.0,216273.0,217298.0,PEX14,748.0
2010,7.0,216096.0,215278.0,LYS5,710.0
2011,7.0,214081.0,215211.0,CDC43,804.0
2012,7.0,210416.0,213667.0,AMS1,782.0
2013,7.0,209006.0,210049.0,ARI1,768.0
2014,7.0,207033.0,208571.0,RCK1,1200.0
2016,7.0,200561.0,202273.0,AIM14,818.0
2017,7.0,200142.0,199210.0,YIP5,794.0
2018,7.0,198138.0,199037.0,SUT1,868.0
2019,7.0,196403.0,193707.0,RAD54,867.0
2020,7.0,193300.0,191978.0,YRB30,711.0
2022,7.0,191129.0,191806.0,CUP2,721.0
2023,7.0,190468.0,187616.0,PMR1,1076.0
2024,7.0,187464.0,187796.0,HUR1,700.0
2025,7.0,186059.0,187339.0,SUA5,759.0
2026,7.0,185394.0,184153.0,SPO74,700.0
2027,7.0,182390.0,184084.0,ROK1,732.0
2028,7.0,180700.0,182118.0,NUP49,732.0
2029,7.0,180113.0,175527.0,KEM1,1100.0
2030,7.0,174545.0,175345.0,BUD13,720.0
2031,7.0,174322.0,173285.0,SAE2,723.0
2034,7.0,167352.0,170571.0,MPT5,1131.0
2035,7.0,165091.0,163409.0,TOS3,1130.0
2036,7.0,160065.0,162758.0,ATG1,969.0
2037,7.0,157906.0,159096.0,GTS1,749.0
2039,7.0,157285.0,156543.0,MND1,700.0
2040,7.0,156012.0,154615.0,STR3,700.0
2041,7.0,154306.0,153167.0,YGL185C,709.0
2042,7.0,152776.0,151037.0,TPN1,729.0
2043,7.0,150171.0,149704.0,COX4,1163.0
2045,7.0,148588.0,148229.0,RPS26A,1115.0
2046,7.0,147389.0,145809.0,CDC55,1245.0
2047,7.0,144808.0,145197.0,COX13,801.0
2048,7.0,142246.0,144048.0,IME4,790.0
